Year,Gender,Country Name,Value
2002,Female,Montenegro,77.057
2003,Female,Montenegro,76.841
2004,Female,Montenegro,77.8
2005,Female,Montenegro,76.8
2006,Female,Montenegro,76.4
2007,Female,Montenegro,76.9
2008,Female,Montenegro,77.8
2009,Female,Montenegro,77.5
2010,Female,Montenegro,78.5
2011,Female,Montenegro,78.8
2012,Female,Montenegro,78.3
2013,Female,Montenegro,79.0
2014,Female,Montenegro,78.9
2015,Female,Montenegro,78.6
2016,Female,Montenegro,78.9
2017,Female,Montenegro,79.2
2018,Female,Montenegro,79.3
2019,Female,Montenegro,79.5
2020,Female,Montenegro,78.8
2021,Female,Montenegro,77.0
1998,Total,Montenegro,73.31421951
1999,Total,Montenegro,72.6407561
2000,Total,Montenegro,73.8184878
2001,Total,Montenegro,74.06941463
2002,Total,Montenegro,73.9064878
2003,Total,Montenegro,73.93173171
2004,Total,Montenegro,74.56395122
2005,Total,Montenegro,73.98292683
2006,Total,Montenegro,73.83902439
2007,Total,Montenegro,74.33902439
2008,Total,Montenegro,75.13658537
2009,Total,Montenegro,75.14390244
2010,Total,Montenegro,75.9902439
2011,Total,Montenegro,75.98292683
2012,Total,Montenegro,76.2
2013,Total,Montenegro,76.4902439
2014,Total,Montenegro,76.44146341
2015,Total,Montenegro,76.44878049
2016,Total,Montenegro,76.44146341
2017,Total,Montenegro,76.48536585
2018,Total,Montenegro,76.84146341
2019,Total,Montenegro,76.68292683
2020,Total,Montenegro,75.93170732
2021,Total,Montenegro,73.82439024
1998,Male,Montenegro,69.363
1999,Male,Montenegro,69.471
2000,Male,Montenegro,71.058
2001,Male,Montenegro,71.266
2002,Male,Montenegro,70.906
2003,Male,Montenegro,71.161
2004,Male,Montenegro,71.482
2005,Male,Montenegro,71.3
2006,Male,Montenegro,71.4
2007,Male,Montenegro,71.9
2008,Male,Montenegro,72.6
2009,Male,Montenegro,72.9
2010,Male,Montenegro,73.6
2011,Male,Montenegro,73.3
2012,Male,Montenegro,74.2
2013,Male,Montenegro,74.1
2014,Male,Montenegro,74.1
2015,Male,Montenegro,74.4
2016,Male,Montenegro,74.1
2017,Male,Montenegro,73.9
2018,Male,Montenegro,74.5
2019,Male,Montenegro,74.0
2020,Male,Montenegro,73.2
2021,Male,Montenegro,70.8
1998,Female,North Macedonia,74.5
1999,Female,North Macedonia,75.3
2000,Female,North Macedonia,75.2
2001,Female,North Macedonia,76.1
2002,Female,North Macedonia,75.6
2003,Female,North Macedonia,75.7
2004,Female,North Macedonia,75.8
2005,Female,North Macedonia,75.9
2006,Female,North Macedonia,76.2
2007,Female,North Macedonia,75.9
2008,Female,North Macedonia,76.5
2009,Female,North Macedonia,76.7
2010,Female,North Macedonia,77.2
2011,Female,North Macedonia,77.2
2012,Female,North Macedonia,76.9
2013,Female,North Macedonia,77.5
2014,Female,North Macedonia,77.5
2015,Female,North Macedonia,77.4
2016,Female,North Macedonia,77.5
2017,Female,North Macedonia,77.9
2018,Female,North Macedonia,78.8
2019,Female,North Macedonia,78.6
2020,Female,North Macedonia,76.7
2021,Female,North Macedonia,76.77
1998,Total,North Macedonia,72.29756098
1999,Total,North Macedonia,72.7902439
2000,Total,North Macedonia,72.94634146
2001,Total,North Macedonia,73.43658537
2002,Total,North Macedonia,73.03902439
2003,Total,North Macedonia,73.24146341
2004,Total,North Macedonia,73.59756098
2005,Total,North Macedonia,73.69756098
2006,Total,North Macedonia,73.89512195
2007,Total,North Macedonia,73.8
2008,Total,North Macedonia,74.4
2009,Total,North Macedonia,74.44634146
2010,Total,North Macedonia,74.99756098
2011,Total,North Macedonia,75.1
2012,Total,North Macedonia,74.90243902
2013,Total,North Macedonia,75.4
2014,Total,North Macedonia,75.45121951
2015,Total,North Macedonia,75.40243902
2016,Total,North Macedonia,75.4
2017,Total,North Macedonia,75.95365854
2018,Total,North Macedonia,76.64878049
2019,Total,North Macedonia,76.60243902
2020,Total,North Macedonia,74.39512195
2021,Total,North Macedonia,74.53682927
1998,Male,North Macedonia,70.2
1999,Male,North Macedonia,70.4
2000,Male,North Macedonia,70.8
2001,Male,North Macedonia,70.9
2002,Male,North Macedonia,70.6
2003,Male,North Macedonia,70.9
2004,Male,North Macedonia,71.5
2005,Male,North Macedonia,71.6
2006,Male,North Macedonia,71.7
2007,Male,North Macedonia,71.8
2008,Male,North Macedonia,72.4
2009,Male,North Macedonia,72.3
2010,Male,North Macedonia,72.9
2011,Male,North Macedonia,73.1
2012,Male,North Macedonia,73.0
2013,Male,North Macedonia,73.4
2014,Male,North Macedonia,73.5
2015,Male,North Macedonia,73.5
2016,Male,North Macedonia,73.4
2017,Male,North Macedonia,74.1
2018,Male,North Macedonia,74.6
2019,Male,North Macedonia,74.7
2020,Male,North Macedonia,72.2
2021,Male,North Macedonia,72.41
1998,Female,Moldova,68.895
1999,Female,Moldova,69.044
2000,Female,Moldova,70.035
2001,Female,Moldova,70.466
2002,Female,Moldova,70.505
2003,Female,Moldova,70.997
2004,Female,Moldova,71.621
2005,Female,Moldova,72.045
2006,Female,Moldova,72.564
2007,Female,Moldova,72.996
2008,Female,Moldova,73.477
2009,Female,Moldova,73.876
2010,Female,Moldova,73.778
2011,Female,Moldova,73.679
2012,Female,Moldova,73.625
2013,Female,Moldova,73.586
2014,Female,Moldova,73.524
2015,Female,Moldova,73.838
2016,Female,Moldova,74.51
2017,Female,Moldova,75.059
2018,Female,Moldova,75.232
2019,Female,Moldova,75.617
2020,Female,Moldova,74.852
2021,Female,Moldova,73.547
1998,Total,Moldova,65.505
1999,Total,Moldova,65.561
2000,Total,Moldova,66.417
2001,Total,Moldova,66.787
2002,Total,Moldova,66.938
2003,Total,Moldova,67.419
2004,Total,Moldova,67.861
2005,Total,Moldova,68.169
2006,Total,Moldova,68.479
2007,Total,Moldova,68.947
2008,Total,Moldova,69.394
2009,Total,Moldova,69.573
2010,Total,Moldova,69.357
2011,Total,Moldova,69.192
2012,Total,Moldova,69.143
2013,Total,Moldova,69.099
2014,Total,Moldova,69.031
2015,Total,Moldova,69.24
2016,Total,Moldova,69.917
2017,Total,Moldova,70.516
2018,Total,Moldova,70.492
2019,Total,Moldova,70.935
2020,Total,Moldova,70.166
2021,Total,Moldova,68.846
1998,Male,Moldova,62.011
1999,Male,Moldova,61.996
2000,Male,Moldova,62.719
2001,Male,Moldova,63.035
2002,Male,Moldova,63.289
2003,Male,Moldova,63.754
2004,Male,Moldova,64.03
2005,Male,Moldova,64.229
2006,Male,Moldova,64.367
2007,Male,Moldova,64.853
2008,Male,Moldova,65.265
2009,Male,Moldova,65.275
2010,Male,Moldova,64.993
2011,Male,Moldova,64.805
2012,Male,Moldova,64.781
2013,Male,Moldova,64.75
2014,Male,Moldova,64.695
2015,Male,Moldova,64.827
2016,Male,Moldova,65.474
2017,Male,Moldova,66.077
2018,Male,Moldova,65.921
2019,Male,Moldova,66.378
2020,Male,Moldova,65.692
2021,Male,Moldova,64.443
1998,Female,Serbia,74.388
1999,Female,Serbia,72.973
2000,Female,Serbia,74.4
2001,Female,Serbia,75.0
2002,Female,Serbia,75.0
2003,Female,Serbia,75.1
2004,Female,Serbia,75.5
2005,Female,Serbia,75.6
2006,Female,Serbia,76.1
2007,Female,Serbia,76.5
2008,Female,Serbia,76.6
2009,Female,Serbia,76.7
2010,Female,Serbia,77.0
2011,Female,Serbia,77.2
2012,Female,Serbia,77.5
2013,Female,Serbia,77.9
2014,Female,Serbia,78.0
2015,Female,Serbia,77.9
2016,Female,Serbia,78.3
2017,Female,Serbia,78.1
2018,Female,Serbia,78.4
2019,Female,Serbia,78.6
2020,Female,Serbia,77.5
2021,Female,Serbia,75.64
1998,Total,Serbia,71.18729268
1999,Total,Serbia,69.71543902
2000,Total,Serbia,71.58292683
2001,Total,Serbia,72.23414634
2002,Total,Serbia,72.28536585
2003,Total,Serbia,72.43658537
2004,Total,Serbia,72.68292683
2005,Total,Serbia,72.83414634
2006,Total,Serbia,73.38536585
2007,Total,Serbia,73.63170732
2008,Total,Serbia,73.88536585
2009,Total,Serbia,73.98536585
2010,Total,Serbia,74.33658537
2011,Total,Serbia,74.53658537
2012,Total,Serbia,74.83658537
2013,Total,Serbia,75.18536585
2014,Total,Serbia,75.33658537
2015,Total,Serbia,75.28780488
2016,Total,Serbia,75.68780488
2017,Total,Serbia,75.53902439
2018,Total,Serbia,75.8902439
2019,Total,Serbia,75.93658537
2020,Total,Serbia,74.47804878
2021,Total,Serbia,72.73073171
1998,Male,Serbia,68.139
1999,Male,Serbia,66.613
2000,Male,Serbia,68.9
2001,Male,Serbia,69.6
2002,Male,Serbia,69.7
2003,Male,Serbia,69.9
2004,Male,Serbia,70.0
2005,Male,Serbia,70.2
2006,Male,Serbia,70.8
2007,Male,Serbia,70.9
2008,Male,Serbia,71.3
2009,Male,Serbia,71.4
2010,Male,Serbia,71.8
2011,Male,Serbia,72.0
2012,Male,Serbia,72.3
2013,Male,Serbia,72.6
2014,Male,Serbia,72.8
2015,Male,Serbia,72.8
2016,Male,Serbia,73.2
2017,Male,Serbia,73.1
2018,Male,Serbia,73.5
2019,Male,Serbia,73.4
2020,Male,Serbia,71.6
2021,Male,Serbia,69.96
1998,Female,Turkiye,74.578
1999,Female,Turkiye,73.993
2000,Female,Turkiye,75.274
2001,Female,Turkiye,75.623
2002,Female,Turkiye,75.944
2003,Female,Turkiye,76.252
2004,Female,Turkiye,76.564
2005,Female,Turkiye,76.867
2006,Female,Turkiye,77.124
2007,Female,Turkiye,77.442
2008,Female,Turkiye,77.69
2009,Female,Turkiye,77.988
2010,Female,Turkiye,78.221
2011,Female,Turkiye,78.144
2012,Female,Turkiye,78.838
2013,Female,Turkiye,79.398
2014,Female,Turkiye,79.623
2015,Female,Turkiye,79.787
2016,Female,Turkiye,79.894
2017,Female,Turkiye,80.293
2018,Female,Turkiye,80.684
2019,Female,Turkiye,80.953
2020,Female,Turkiye,79.061
2021,Female,Turkiye,79.121
1998,Total,Turkiye,71.039
1999,Total,Turkiye,70.695
2000,Total,Turkiye,71.861
2001,Total,Turkiye,72.231
2002,Total,Turkiye,72.579
2003,Total,Turkiye,72.89
2004,Total,Turkiye,73.24
2005,Total,Turkiye,73.534
2006,Total,Turkiye,73.845
2007,Total,Turkiye,74.193
2008,Total,Turkiye,74.45
2009,Total,Turkiye,74.765
2010,Total,Turkiye,75.069
2011,Total,Turkiye,74.941
2012,Total,Turkiye,75.678
2013,Total,Turkiye,76.297
2014,Total,Turkiye,76.565
2015,Total,Turkiye,76.646
2016,Total,Turkiye,76.66
2017,Total,Turkiye,77.141
2018,Total,Turkiye,77.563
2019,Total,Turkiye,77.832
2020,Total,Turkiye,75.85
2021,Total,Turkiye,76.032
1998,Male,Turkiye,67.683
1999,Male,Turkiye,67.534
2000,Male,Turkiye,68.582
2001,Male,Turkiye,68.957
2002,Male,Turkiye,69.318
2003,Male,Turkiye,69.624
2004,Male,Turkiye,69.996
2005,Male,Turkiye,70.278
2006,Male,Turkiye,70.624
2007,Male,Turkiye,70.987
2008,Male,Turkiye,71.248
2009,Male,Turkiye,71.57
2010,Male,Turkiye,71.927
2011,Male,Turkiye,71.779
2012,Male,Turkiye,72.517
2013,Male,Turkiye,73.162
2014,Male,Turkiye,73.468
2015,Male,Turkiye,73.498
2016,Male,Turkiye,73.448
2017,Male,Turkiye,73.985
2018,Male,Turkiye,74.417
2019,Male,Turkiye,74.68
2020,Male,Turkiye,72.772
2021,Male,Turkiye,73.04
1998,Female,Ukraine,73.84
1999,Female,Ukraine,73.61
2000,Female,Ukraine,73.53
2001,Female,Ukraine,73.63
2002,Female,Ukraine,74.13
2003,Female,Ukraine,74.06
2004,Female,Ukraine,74.05
2005,Female,Ukraine,73.97
2006,Female,Ukraine,74.06
2007,Female,Ukraine,74.22
2008,Female,Ukraine,74.28
2009,Female,Ukraine,74.86
2010,Female,Ukraine,75.5
2011,Female,Ukraine,75.88
2012,Female,Ukraine,76.02
2013,Female,Ukraine,76.22
2014,Female,Ukraine,76.37
2015,Female,Ukraine,76.25
2016,Female,Ukraine,76.46
2017,Female,Ukraine,76.78
2018,Female,Ukraine,76.72
2019,Female,Ukraine,76.98
2020,Female,Ukraine,76.22
2021,Female,Ukraine,74.36
1998,Total,Ukraine,68.37487805
1999,Total,Ukraine,67.98097561
2000,Total,Ukraine,67.67560976
2001,Total,Ukraine,67.83707317
2002,Total,Ukraine,68.27560976
2003,Total,Ukraine,68.21073171
2004,Total,Ukraine,68.18536585
2005,Total,Ukraine,67.95682927
2006,Total,Ukraine,68.07756098
2007,Total,Ukraine,68.22219512
2008,Total,Ukraine,68.25146341
2009,Total,Ukraine,69.19
2010,Total,Ukraine,70.26536585
2011,Total,Ukraine,70.80926829
2012,Total,Ukraine,70.94414634
2013,Total,Ukraine,71.1595122
2014,Total,Ukraine,71.18658537
2015,Total,Ukraine,71.1895122
2016,Total,Ukraine,71.47634146
2017,Total,Ukraine,71.78097561
2018,Total,Ukraine,71.58268293
2019,Total,Ukraine,71.82731707
2020,Total,Ukraine,71.18512195
2021,Total,Ukraine,69.64780488
1998,Male,Ukraine,63.17
1999,Male,Ukraine,62.62
2000,Male,Ukraine,62.1
2001,Male,Ukraine,62.32
2002,Male,Ukraine,62.7
2003,Male,Ukraine,62.64
2004,Male,Ukraine,62.6
2005,Male,Ukraine,62.23
2006,Male,Ukraine,62.38
2007,Male,Ukraine,62.51
2008,Male,Ukraine,62.51
2009,Male,Ukraine,63.79
2010,Male,Ukraine,65.28
2011,Male,Ukraine,65.98
2012,Male,Ukraine,66.11
2013,Male,Ukraine,66.34
2014,Male,Ukraine,66.25
2015,Male,Ukraine,66.37
2016,Male,Ukraine,66.73
2017,Male,Ukraine,67.02
2018,Male,Ukraine,66.69
2019,Male,Ukraine,66.92
2020,Male,Ukraine,66.39
2021,Male,Ukraine,65.16
1998,Female,Australia,81.5
1999,Female,Australia,81.8
2000,Female,Australia,82.0
2001,Female,Australia,82.4
2002,Female,Australia,82.6
2003,Female,Australia,82.8
2004,Female,Australia,83.0
2005,Female,Australia,83.3
2006,Female,Australia,83.5
2007,Female,Australia,83.7
2008,Female,Australia,83.7
2009,Female,Australia,83.9
2010,Female,Australia,84.0
2011,Female,Australia,84.2
2012,Female,Australia,84.3
2013,Female,Australia,84.3
2014,Female,Australia,84.4
2015,Female,Australia,84.5
2016,Female,Australia,84.6
2017,Female,Australia,84.6
2018,Female,Australia,84.9
2019,Female,Australia,85.0
2020,Female,Australia,85.3
2021,Female,Australia,85.4
1998,Total,Australia,78.63170732
1999,Total,Australia,78.93170732
2000,Total,Australia,79.23414634
2001,Total,Australia,79.63414634
2002,Total,Australia,79.93658537
2003,Total,Australia,80.23902439
2004,Total,Australia,80.4902439
2005,Total,Australia,80.84146341
2006,Total,Australia,81.04146341
2007,Total,Australia,81.29268293
2008,Total,Australia,81.39512195
2009,Total,Australia,81.54390244
2010,Total,Australia,81.69512195
2011,Total,Australia,81.89512195
2012,Total,Australia,82.04634146
2013,Total,Australia,82.14878049
2014,Total,Australia,82.3
2015,Total,Australia,82.4
2016,Total,Australia,82.44878049
2017,Total,Australia,82.5
2018,Total,Australia,82.74878049
2019,Total,Australia,82.9
2020,Total,Australia,83.2
2021,Total,Australia,83.3
1998,Male,Australia,75.9
1999,Male,Australia,76.2
2000,Male,Australia,76.6
2001,Male,Australia,77.0
2002,Male,Australia,77.4
2003,Male,Australia,77.8
2004,Male,Australia,78.1
2005,Male,Australia,78.5
2006,Male,Australia,78.7
2007,Male,Australia,79.0
2008,Male,Australia,79.2
2009,Male,Australia,79.3
2010,Male,Australia,79.5
2011,Male,Australia,79.7
2012,Male,Australia,79.9
2013,Male,Australia,80.1
2014,Male,Australia,80.3
2015,Male,Australia,80.4
2016,Male,Australia,80.4
2017,Male,Australia,80.5
2018,Male,Australia,80.7
2019,Male,Australia,80.9
2020,Male,Australia,81.2
2021,Male,Australia,81.3
1998,Female,Canada,81.41
1999,Female,Canada,81.61
2000,Female,Canada,81.82
2001,Female,Canada,82.0
2002,Female,Canada,82.02
2003,Female,Canada,82.23
2004,Female,Canada,82.42
2005,Female,Canada,82.52
2006,Female,Canada,82.91
2007,Female,Canada,82.91
2008,Female,Canada,83.05
2009,Female,Canada,83.33
2010,Female,Canada,83.54
2011,Female,Canada,83.68
2012,Female,Canada,83.82
2013,Female,Canada,83.85
2014,Female,Canada,83.91
2015,Female,Canada,83.89
2016,Female,Canada,84.03
2017,Female,Canada,84.02
2018,Female,Canada,83.99
2019,Female,Canada,84.38
2020,Female,Canada,83.96
2021,Female,Canada,84.671
1998,Total,Canada,78.62365854
1999,Total,Canada,78.83902439
2000,Total,Canada,79.16682927
2001,Total,Canada,79.39804878
2002,Total,Canada,79.53073171
2003,Total,Canada,79.71512195
2004,Total,Canada,79.99219512
2005,Total,Canada,80.11268293
2006,Total,Canada,80.54365854
2007,Total,Canada,80.54365854
2008,Total,Canada,80.72463415
2009,Total,Canada,81.06609756
2010,Total,Canada,81.32219512
2011,Total,Canada,81.48268293
2012,Total,Canada,81.66365854
2013,Total,Canada,81.74487805
2014,Total,Canada,81.78439024
2015,Total,Canada,81.81560976
2016,Total,Canada,81.92487805
2017,Total,Canada,81.83292683
2018,Total,Canada,81.84390244
2019,Total,Canada,82.22878049
2020,Total,Canada,81.6704878
2021,Total,Canada,82.59660976
1998,Male,Canada,75.97
1999,Male,Canada,76.2
2000,Male,Canada,76.64
2001,Male,Canada,76.92
2002,Male,Canada,77.16
2003,Male,Canada,77.32
2004,Male,Canada,77.68
2005,Male,Canada,77.82
2006,Male,Canada,78.29
2007,Male,Canada,78.29
2008,Male,Canada,78.51
2009,Male,Canada,78.91
2010,Male,Canada,79.21
2011,Male,Canada,79.39
2012,Male,Canada,79.61
2013,Male,Canada,79.74
2014,Male,Canada,79.76
2015,Male,Canada,79.84
2016,Male,Canada,79.92
2017,Male,Canada,79.75
2018,Male,Canada,79.8
2019,Male,Canada,80.18
2020,Male,Canada,79.49
2021,Male,Canada,80.621
1998,Female,Chile,78.72
1999,Female,Chile,79.09
2000,Female,Chile,79.977
2001,Female,Chile,79.921
2002,Female,Chile,80.582
2003,Female,Chile,80.433
2004,Female,Chile,80.72
2005,Female,Chile,81.078
2006,Female,Chile,80.917
2007,Female,Chile,80.549
2008,Female,Chile,81.25
2009,Female,Chile,81.481
2010,Female,Chile,81.213
2011,Female,Chile,81.684
2012,Female,Chile,81.596
2013,Female,Chile,82.034
2014,Female,Chile,82.145
2015,Female,Chile,82.384
2016,Female,Chile,82.57
2017,Female,Chile,82.601
2018,Female,Chile,82.527
2019,Female,Chile,82.711
2020,Female,Chile,82.041
2021,Female,Chile,81.437
1998,Total,Chile,75.669
1999,Total,Chile,76.018
2000,Total,Chile,76.87
2001,Total,Chile,76.773
2002,Total,Chile,77.445
2003,Total,Chile,77.387
2004,Total,Chile,77.616
2005,Total,Chile,78.016
2006,Total,Chile,78.261
2007,Total,Chile,77.826
2008,Total,Chile,78.484
2009,Total,Chile,78.741
2010,Total,Chile,78.501
2011,Total,Chile,79.11
2012,Total,Chile,79.023
2013,Total,Chile,79.339
2014,Total,Chile,79.473
2015,Total,Chile,79.746
2016,Total,Chile,80.079
2017,Total,Chile,80.35
2018,Total,Chile,80.133
2019,Total,Chile,80.326
2020,Total,Chile,79.377
2021,Total,Chile,78.944
1998,Male,Chile,72.611
1999,Male,Chile,72.93
2000,Male,Chile,73.714
2001,Male,Chile,73.6
2002,Male,Chile,74.252
2003,Male,Chile,74.306
2004,Male,Chile,74.479
2005,Male,Chile,74.912
2006,Male,Chile,75.512
2007,Male,Chile,75.043
2008,Male,Chile,75.674
2009,Male,Chile,75.941
2010,Male,Chile,75.734
2011,Male,Chile,76.451
2012,Male,Chile,76.379
2013,Male,Chile,76.579
2014,Male,Chile,76.736
2015,Male,Chile,77.035
2016,Male,Chile,77.496
2017,Male,Chile,78.015
2018,Male,Chile,77.684
2019,Male,Chile,77.894
2020,Male,Chile,76.745
2021,Male,Chile,76.472
1998,Female,China,73.587
1999,Female,China,73.582
2000,Female,China,74.189
2001,Female,China,75.258
2002,Female,China,75.64
2003,Female,China,76.044
2004,Female,China,76.433
2005,Female,China,76.819
2006,Female,China,77.167
2007,Female,China,77.492
2008,Female,China,77.562
2009,Female,China,78.066
2010,Female,China,78.326
2011,Female,China,78.644
2012,Female,China,78.983
2013,Female,China,79.223
2014,Female,China,79.499
2015,Female,China,79.772
2016,Female,China,80.053
2017,Female,China,80.321
2018,Female,China,80.637
2019,Female,China,80.816
2020,Female,China,81.058
2021,Female,China,81.155
1998,Total,China,71.172
1999,Total,China,71.419
2000,Total,China,71.881
2001,Total,China,72.606
2002,Total,China,72.985
2003,Total,China,73.371
2004,Total,China,73.748
2005,Total,China,74.111
2006,Total,China,74.504
2007,Total,China,74.762
2008,Total,China,74.872
2009,Total,China,75.343
2010,Total,China,75.599
2011,Total,China,75.903
2012,Total,China,76.192
2013,Total,China,76.452
2014,Total,China,76.717
2015,Total,China,76.977
2016,Total,China,77.218
2017,Total,China,77.248
2018,Total,China,77.744
2019,Total,China,77.968
2020,Total,China,78.077
2021,Total,China,78.211
1998,Male,China,68.916
1999,Male,China,69.38
2000,Male,China,69.723
2001,Male,China,70.162
2002,Male,China,70.538
2003,Male,China,70.91
2004,Male,China,71.275
2005,Male,China,71.619
2006,Male,China,72.043
2007,Male,China,72.248
2008,Male,China,72.389
2009,Male,China,72.831
2010,Male,China,73.08
2011,Male,China,73.368
2012,Male,China,73.613
2013,Male,China,73.884
2014,Male,China,74.134
2015,Male,China,74.379
2016,Male,China,74.582
2017,Male,China,74.433
2018,Male,China,75.046
2019,Male,China,75.298
2020,Male,China,75.305
2021,Male,China,75.463
1998,Female,Colombia,75.053
1999,Female,Colombia,75.195
2000,Female,Colombia,75.542
2001,Female,Colombia,75.66
2002,Female,Colombia,75.981
2003,Female,Colombia,76.252
2004,Female,Colombia,76.495
2005,Female,Colombia,76.766
2006,Female,Colombia,77.075
2007,Female,Colombia,77.391
2008,Female,Colombia,77.731
2009,Female,Colombia,78.054
2010,Female,Colombia,78.301
2011,Female,Colombia,78.548
2012,Female,Colombia,78.787
2013,Female,Colombia,78.972
2014,Female,Colombia,79.139
2015,Female,Colombia,79.292
2016,Female,Colombia,79.44
2017,Female,Colombia,79.535
2018,Female,Colombia,79.66
2019,Female,Colombia,79.721
2020,Female,Colombia,78.136
2021,Female,Colombia,76.442
1998,Total,Colombia,70.738
1999,Total,Colombia,70.926
2000,Total,Colombia,71.32
2001,Total,Colombia,71.502
2002,Total,Colombia,71.939
2003,Total,Colombia,72.361
2004,Total,Colombia,72.695
2005,Total,Colombia,73.081
2006,Total,Colombia,73.468
2007,Total,Colombia,73.837
2008,Total,Colombia,74.295
2009,Total,Colombia,74.742
2010,Total,Colombia,75.033
2011,Total,Colombia,75.32
2012,Total,Colombia,75.597
2013,Total,Colombia,75.827
2014,Total,Colombia,76.043
2015,Total,Colombia,76.257
2016,Total,Colombia,76.471
2017,Total,Colombia,76.646
2018,Total,Colombia,76.748
2019,Total,Colombia,76.752
2020,Total,Colombia,74.769
2021,Total,Colombia,72.83
1998,Male,Colombia,66.662
1999,Male,Colombia,66.884
2000,Male,Colombia,67.312
2001,Male,Colombia,67.545
2002,Male,Colombia,68.076
2003,Male,Colombia,68.622
2004,Male,Colombia,69.032
2005,Male,Colombia,69.513
2006,Male,Colombia,69.961
2007,Male,Colombia,70.374
2008,Male,Colombia,70.933
2009,Male,Colombia,71.487
2010,Male,Colombia,71.817
2011,Male,Colombia,72.141
2012,Male,Colombia,72.455
2013,Male,Colombia,72.725
2014,Male,Colombia,72.985
2015,Male,Colombia,73.252
2016,Male,Colombia,73.519
2017,Male,Colombia,73.759
2018,Male,Colombia,73.842
2019,Male,Colombia,73.8
2020,Male,Colombia,71.537
2021,Male,Colombia,69.404
1998,Female,Costa Rica,79.253
1999,Female,Costa Rica,79.738
2000,Female,Costa Rica,80.038
2001,Female,Costa Rica,79.893
2002,Female,Costa Rica,80.374
2003,Female,Costa Rica,80.412
2004,Female,Costa Rica,80.635
2005,Female,Costa Rica,80.862
2006,Female,Costa Rica,81.064
2007,Female,Costa Rica,80.934
2008,Female,Costa Rica,81.016
2009,Female,Costa Rica,81.236
2010,Female,Costa Rica,81.083
2011,Female,Costa Rica,81.711
2012,Female,Costa Rica,81.62
2013,Female,Costa Rica,81.762
2014,Female,Costa Rica,81.236
2015,Female,Costa Rica,81.569
2016,Female,Costa Rica,82.008
2017,Female,Costa Rica,81.76
2018,Female,Costa Rica,82.083
2019,Female,Costa Rica,81.953
2020,Female,Costa Rica,81.912
2021,Female,Costa Rica,79.811
1998,Total,Costa Rica,76.896
1999,Total,Costa Rica,77.138
2000,Total,Costa Rica,77.586
2001,Total,Costa Rica,77.545
2002,Total,Costa Rica,77.983
2003,Total,Costa Rica,78.072
2004,Total,Costa Rica,78.331
2005,Total,Costa Rica,78.505
2006,Total,Costa Rica,78.514
2007,Total,Costa Rica,78.462
2008,Total,Costa Rica,78.445
2009,Total,Costa Rica,78.672
2010,Total,Costa Rica,78.67
2011,Total,Costa Rica,79.348
2012,Total,Costa Rica,79.283
2013,Total,Costa Rica,79.403
2014,Total,Costa Rica,78.774
2015,Total,Costa Rica,79.086
2016,Total,Costa Rica,79.459
2017,Total,Costa Rica,79.377
2018,Total,Costa Rica,79.484
2019,Total,Costa Rica,79.427
2020,Total,Costa Rica,79.277
2021,Total,Costa Rica,77.023
1998,Male,Costa Rica,74.658
1999,Male,Costa Rica,74.695
2000,Male,Costa Rica,75.252
2001,Male,Costa Rica,75.297
2002,Male,Costa Rica,75.692
2003,Male,Costa Rica,75.82
2004,Male,Costa Rica,76.104
2005,Male,Costa Rica,76.231
2006,Male,Costa Rica,76.079
2007,Male,Costa Rica,76.089
2008,Male,Costa Rica,75.99
2009,Male,Costa Rica,76.216
2010,Male,Costa Rica,76.34
2011,Male,Costa Rica,77.048
2012,Male,Costa Rica,77.009
2013,Male,Costa Rica,77.112
2014,Male,Costa Rica,76.409
2015,Male,Costa Rica,76.698
2016,Male,Costa Rica,77.01
2017,Male,Costa Rica,77.07
2018,Male,Costa Rica,76.996
2019,Male,Costa Rica,77.002
2020,Male,Costa Rica,76.751
2021,Male,Costa Rica,74.418
1998,Female,India,62.595
1999,Female,India,63.111
2000,Female,India,63.639
2001,Female,India,64.131
2002,Female,India,64.729
2003,Female,India,65.287
2004,Female,India,65.831
2005,Female,India,66.379
2006,Female,India,66.891
2007,Female,India,67.342
2008,Female,India,67.786
2009,Female,India,68.215
2010,Female,India,68.645
2011,Female,India,69.106
2012,Female,India,69.592
2013,Female,India,70.083
2014,Female,India,70.602
2015,Female,India,71.077
2016,Female,India,71.503
2017,Female,India,71.856
2018,Female,India,72.142
2019,Female,India,72.395
2020,Female,India,71.824
2021,Female,India,68.886
1998,Total,India,61.792
1999,Total,India,62.207
2000,Total,India,62.669
2001,Total,India,63.091
2002,Total,India,63.616
2003,Total,India,64.094
2004,Total,India,64.524
2005,Total,India,64.996
2006,Total,India,65.412
2007,Total,India,65.788
2008,Total,India,66.149
2009,Total,India,66.513
2010,Total,India,66.909
2011,Total,India,67.359
2012,Total,India,67.887
2013,Total,India,68.46
2014,Total,India,69.074
2015,Total,India,69.636
2016,Total,India,70.117
2017,Total,India,70.467
2018,Total,India,70.71
2019,Total,India,70.91
2020,Total,India,70.15
2021,Total,India,67.24
1998,Male,India,61.028
1999,Male,India,61.351
2000,Male,India,61.754
2001,Male,India,62.114
2002,Male,India,62.573
2003,Male,India,62.981
2004,Male,India,63.313
2005,Male,India,63.719
2006,Male,India,64.053
2007,Male,India,64.365
2008,Male,India,64.654
2009,Male,India,64.962
2010,Male,India,65.327
2011,Male,India,65.765
