Year,Черта бедности,Страна ,Value
2012,"2,15$ в день (ППС 2017) доллар-в-день",Mexico,3.8
2012,"3,65$ в день (ППС 2017) LMIC",Mexico,12.2
2012,"6,85$ в день (ППС 2017) UMIC",Mexico,35.4
2014,"2,15$ в день (ППС 2017) доллар-в-день",Mexico,3.7
2014,"3,65$ в день (ППС 2017) LMIC",Mexico,12.0
2014,"6,85$ в день (ППС 2017) UMIC",Mexico,38.3
2016,"2,15$ в день (ППС 2017) доллар-в-день",Mexico,3.2
2016,"3,65$ в день (ППС 2017) LMIC",Mexico,10.7
2016,"6,85$ в день (ППС 2017) UMIC",Mexico,33.6
2018,"2,15$ в день (ППС 2017) доллар-в-день",Mexico,2.6
2018,"3,65$ в день (ППС 2017) LMIC",Mexico,9.4
2018,"6,85$ в день (ППС 2017) UMIC",Mexico,31.1
2020,"2,15$ в день (ППС 2017) доллар-в-день",Mexico,3.1
2020,"3,65$ в день (ППС 2017) LMIC",Mexico,9.9
2020,"6,85$ в день (ППС 2017) UMIC",Mexico,32.5
2006,"2,15$ в день (ППС 2017) доллар-в-день","Korea, Rep.",0.2
2006,"3,65$ в день (ППС 2017) LMIC","Korea, Rep.",0.7
2006,"6,85$ в день (ППС 2017) UMIC","Korea, Rep.",2.0
2008,"2,15$ в день (ППС 2017) доллар-в-день","Korea, Rep.",0.2
2008,"3,65$ в день (ППС 2017) LMIC","Korea, Rep.",0.7
2008,"6,85$ в день (ППС 2017) UMIC","Korea, Rep.",1.7
2010,"2,15$ в день (ППС 2017) доллар-в-день","Korea, Rep.",0.5
2010,"3,65$ в день (ППС 2017) LMIC","Korea, Rep.",0.7
2010,"6,85$ в день (ППС 2017) UMIC","Korea, Rep.",2.2
2012,"2,15$ в день (ППС 2017) доллар-в-день","Korea, Rep.",0.2
2012,"3,65$ в день (ППС 2017) LMIC","Korea, Rep.",0.7
2012,"6,85$ в день (ППС 2017) UMIC","Korea, Rep.",1.7
2014,"2,15$ в день (ППС 2017) доллар-в-день","Korea, Rep.",0.2
2014,"3,65$ в день (ППС 2017) LMIC","Korea, Rep.",0.5
2014,"6,85$ в день (ППС 2017) UMIC","Korea, Rep.",1.5
2016,"2,15$ в день (ППС 2017) доллар-в-день","Korea, Rep.",0.2
2016,"3,65$ в день (ППС 2017) LMIC","Korea, Rep.",0.5
2016,"6,85$ в день (ППС 2017) UMIC","Korea, Rep.",1.2
2013,"2,15$ в день (ППС 2017) доллар-в-день",United Arab Emirates,0.0
2013,"3,65$ в день (ППС 2017) LMIC",United Arab Emirates,0.0
2013,"6,85$ в день (ППС 2017) UMIC",United Arab Emirates,0.0
2018,"2,15$ в день (ППС 2017) доллар-в-день",United Arab Emirates,0.0
2018,"3,65$ в день (ППС 2017) LMIC",United Arab Emirates,0.0
2018,"6,85$ в день (ППС 2017) UMIC",United Arab Emirates,0.4
2002,"2,15$ в день (ППС 2017) доллар-в-день",Viet Nam,29.9
2002,"3,65$ в день (ППС 2017) LMIC",Viet Nam,65.6
2002,"6,85$ в день (ППС 2017) UMIC",Viet Nam,88.9
2004,"2,15$ в день (ППС 2017) доллар-в-день",Viet Nam,20.1
2004,"3,65$ в день (ППС 2017) LMIC",Viet Nam,54.1
2004,"6,85$ в день (ППС 2017) UMIC",Viet Nam,84.2
2006,"2,15$ в день (ППС 2017) доллар-в-день",Viet Nam,14.9
2006,"3,65$ в день (ППС 2017) LMIC",Viet Nam,44.6
2006,"6,85$ в день (ППС 2017) UMIC",Viet Nam,79.8
2008,"2,15$ в день (ППС 2017) доллар-в-день",Viet Nam,11.1
2008,"3,65$ в день (ППС 2017) LMIC",Viet Nam,39.7
2008,"6,85$ в день (ППС 2017) UMIC",Viet Nam,77.7
2010,"2,15$ в день (ППС 2017) доллар-в-день",Viet Nam,2.9
2010,"3,65$ в день (ППС 2017) LMIC",Viet Nam,14.0
2010,"6,85$ в день (ППС 2017) UMIC",Viet Nam,46.7
2012,"2,15$ в день (ППС 2017) доллар-в-день",Viet Nam,1.7
2012,"3,65$ в день (ППС 2017) LMIC",Viet Nam,10.2
2012,"6,85$ в день (ППС 2017) UMIC",Viet Nam,40.7
2014,"2,15$ в день (ППС 2017) доллар-в-день",Viet Nam,1.9
2014,"3,65$ в день (ППС 2017) LMIC",Viet Nam,8.8
2014,"6,85$ в день (ППС 2017) UMIC",Viet Nam,34.9
2016,"2,15$ в день (ППС 2017) доллар-в-день",Viet Nam,1.3
2016,"3,65$ в день (ППС 2017) LMIC",Viet Nam,6.4
2016,"6,85$ в день (ППС 2017) UMIC",Viet Nam,27.1
2018,"2,15$ в день (ППС 2017) доллар-в-день",Viet Nam,1.2
2018,"3,65$ в день (ППС 2017) LMIC",Viet Nam,5.3
2018,"6,85$ в день (ППС 2017) UMIC",Viet Nam,22.2
2020,"2,15$ в день (ППС 2017) доллар-в-день",Viet Nam,0.7
2020,"3,65$ в день (ППС 2017) LMIC",Viet Nam,3.8
2020,"6,85$ в день (ППС 2017) UMIC",Viet Nam,18.7
1998,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.2
1998,"3,65$ в день (ППС 2017) LMIC",Austria,0.5
1998,"6,85$ в день (ППС 2017) UMIC",Austria,1.0
1999,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.2
1999,"3,65$ в день (ППС 2017) LMIC",Austria,0.2
1999,"6,85$ в день (ППС 2017) UMIC",Austria,0.5
2000,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.0
2000,"3,65$ в день (ППС 2017) LMIC",Austria,0.2
2000,"6,85$ в день (ППС 2017) UMIC",Austria,0.6
2003,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.3
2003,"3,65$ в день (ППС 2017) LMIC",Austria,0.4
2003,"6,85$ в день (ППС 2017) UMIC",Austria,0.7
2004,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.1
2004,"3,65$ в день (ППС 2017) LMIC",Austria,0.1
2004,"6,85$ в день (ППС 2017) UMIC",Austria,0.4
2005,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.2
2005,"3,65$ в день (ППС 2017) LMIC",Austria,0.2
2005,"6,85$ в день (ППС 2017) UMIC",Austria,0.5
2006,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.1
2006,"3,65$ в день (ППС 2017) LMIC",Austria,0.2
2006,"6,85$ в день (ППС 2017) UMIC",Austria,0.5
2007,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.4
2007,"3,65$ в день (ППС 2017) LMIC",Austria,0.6
2007,"6,85$ в день (ППС 2017) UMIC",Austria,0.8
2008,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.5
2008,"3,65$ в день (ППС 2017) LMIC",Austria,0.6
2008,"6,85$ в день (ППС 2017) UMIC",Austria,1.0
2009,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.7
2009,"3,65$ в день (ППС 2017) LMIC",Austria,0.7
2009,"6,85$ в день (ППС 2017) UMIC",Austria,1.0
2010,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.5
2010,"3,65$ в день (ППС 2017) LMIC",Austria,0.6
2010,"6,85$ в день (ППС 2017) UMIC",Austria,0.8
2011,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.4
2011,"3,65$ в день (ППС 2017) LMIC",Austria,0.6
2011,"6,85$ в день (ППС 2017) UMIC",Austria,1.0
2012,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.6
2012,"3,65$ в день (ППС 2017) LMIC",Austria,0.7
2012,"6,85$ в день (ППС 2017) UMIC",Austria,1.1
2013,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.3
2013,"3,65$ в день (ППС 2017) LMIC",Austria,0.4
2013,"6,85$ в день (ППС 2017) UMIC",Austria,0.7
2014,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.2
2014,"3,65$ в день (ППС 2017) LMIC",Austria,0.3
2014,"6,85$ в день (ППС 2017) UMIC",Austria,0.7
2015,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.7
2015,"3,65$ в день (ППС 2017) LMIC",Austria,0.7
2015,"6,85$ в день (ППС 2017) UMIC",Austria,1.0
2016,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.7
2016,"3,65$ в день (ППС 2017) LMIC",Austria,0.9
2016,"6,85$ в день (ППС 2017) UMIC",Austria,1.3
2017,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.3
2017,"3,65$ в день (ППС 2017) LMIC",Austria,0.4
2017,"6,85$ в день (ППС 2017) UMIC",Austria,0.7
2018,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.6
2018,"3,65$ в день (ППС 2017) LMIC",Austria,0.7
2018,"6,85$ в день (ППС 2017) UMIC",Austria,1.2
2019,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.6
2019,"3,65$ в день (ППС 2017) LMIC",Austria,0.7
2019,"6,85$ в день (ППС 2017) UMIC",Austria,0.8
2020,"2,15$ в день (ППС 2017) доллар-в-день",Austria,0.7
2020,"3,65$ в день (ППС 2017) LMIC",Austria,0.9
2020,"6,85$ в день (ППС 2017) UMIC",Austria,1.0
2000,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.3
2000,"3,65$ в день (ППС 2017) LMIC",Belgium,0.7
2000,"6,85$ в день (ППС 2017) UMIC",Belgium,1.0
2003,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.3
2003,"3,65$ в день (ППС 2017) LMIC",Belgium,0.5
2003,"6,85$ в день (ППС 2017) UMIC",Belgium,0.9
2004,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2004,"3,65$ в день (ППС 2017) LMIC",Belgium,0.1
2004,"6,85$ в день (ППС 2017) UMIC",Belgium,0.4
2005,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.2
2005,"3,65$ в день (ППС 2017) LMIC",Belgium,0.3
2005,"6,85$ в день (ППС 2017) UMIC",Belgium,0.5
2006,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.2
2006,"3,65$ в день (ППС 2017) LMIC",Belgium,0.2
2006,"6,85$ в день (ППС 2017) UMIC",Belgium,0.4
2007,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.2
2007,"3,65$ в день (ППС 2017) LMIC",Belgium,0.2
2007,"6,85$ в день (ППС 2017) UMIC",Belgium,0.4
2008,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2008,"3,65$ в день (ППС 2017) LMIC",Belgium,0.1
2008,"6,85$ в день (ППС 2017) UMIC",Belgium,0.3
2009,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2009,"3,65$ в день (ППС 2017) LMIC",Belgium,0.2
2009,"6,85$ в день (ППС 2017) UMIC",Belgium,0.3
2010,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2010,"3,65$ в день (ППС 2017) LMIC",Belgium,0.2
2010,"6,85$ в день (ППС 2017) UMIC",Belgium,0.5
2011,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.2
2011,"3,65$ в день (ППС 2017) LMIC",Belgium,0.3
2011,"6,85$ в день (ППС 2017) UMIC",Belgium,0.6
2012,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.2
2012,"3,65$ в день (ППС 2017) LMIC",Belgium,0.2
2012,"6,85$ в день (ППС 2017) UMIC",Belgium,0.5
2013,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2013,"3,65$ в день (ППС 2017) LMIC",Belgium,0.2
2013,"6,85$ в день (ППС 2017) UMIC",Belgium,0.5
2014,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2014,"3,65$ в день (ППС 2017) LMIC",Belgium,0.1
2014,"6,85$ в день (ППС 2017) UMIC",Belgium,0.3
2015,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2015,"3,65$ в день (ППС 2017) LMIC",Belgium,0.2
2015,"6,85$ в день (ППС 2017) UMIC",Belgium,0.2
2016,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2016,"3,65$ в день (ППС 2017) LMIC",Belgium,0.1
2016,"6,85$ в день (ППС 2017) UMIC",Belgium,0.3
2017,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2017,"3,65$ в день (ППС 2017) LMIC",Belgium,0.2
2017,"6,85$ в день (ППС 2017) UMIC",Belgium,0.4
2018,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2018,"3,65$ в день (ППС 2017) LMIC",Belgium,0.1
2018,"6,85$ в день (ППС 2017) UMIC",Belgium,0.2
2019,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2019,"3,65$ в день (ППС 2017) LMIC",Belgium,0.1
2019,"6,85$ в день (ППС 2017) UMIC",Belgium,0.2
2020,"2,15$ в день (ППС 2017) доллар-в-день",Belgium,0.1
2020,"3,65$ в день (ППС 2017) LMIC",Belgium,0.1
2020,"6,85$ в день (ППС 2017) UMIC",Belgium,0.3
2006,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,5.8
2006,"3,65$ в день (ППС 2017) LMIC",Bulgaria,11.5
2006,"6,85$ в день (ППС 2017) UMIC",Bulgaria,28.5
2007,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,1.8
2007,"3,65$ в день (ППС 2017) LMIC",Bulgaria,4.9
2007,"6,85$ в день (ППС 2017) UMIC",Bulgaria,15.0
2008,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,1.3
2008,"3,65$ в день (ППС 2017) LMIC",Bulgaria,3.5
2008,"6,85$ в день (ППС 2017) UMIC",Bulgaria,11.3
2009,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,1.3
2009,"3,65$ в день (ППС 2017) LMIC",Bulgaria,3.0
2009,"6,85$ в день (ППС 2017) UMIC",Bulgaria,11.0
2010,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,2.0
2010,"3,65$ в день (ППС 2017) LMIC",Bulgaria,4.6
2010,"6,85$ в день (ППС 2017) UMIC",Bulgaria,13.4
2011,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,2.5
2011,"3,65$ в день (ППС 2017) LMIC",Bulgaria,5.1
2011,"6,85$ в день (ППС 2017) UMIC",Bulgaria,14.1
2012,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,2.3
2012,"3,65$ в день (ППС 2017) LMIC",Bulgaria,5.5
2012,"6,85$ в день (ППС 2017) UMIC",Bulgaria,14.1
2013,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,1.8
2013,"3,65$ в день (ППС 2017) LMIC",Bulgaria,5.0
2013,"6,85$ в день (ППС 2017) UMIC",Bulgaria,13.2
2014,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,1.7
2014,"3,65$ в день (ППС 2017) LMIC",Bulgaria,3.9
2014,"6,85$ в день (ППС 2017) UMIC",Bulgaria,11.0
2015,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,3.4
2015,"3,65$ в день (ППС 2017) LMIC",Bulgaria,6.1
2015,"6,85$ в день (ППС 2017) UMIC",Bulgaria,14.1
2016,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,2.0
2016,"3,65$ в день (ППС 2017) LMIC",Bulgaria,4.8
2016,"6,85$ в день (ППС 2017) UMIC",Bulgaria,10.4
2017,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,1.4
2017,"3,65$ в день (ППС 2017) LMIC",Bulgaria,3.5
2017,"6,85$ в день (ППС 2017) UMIC",Bulgaria,9.4
2018,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,0.9
2018,"3,65$ в день (ППС 2017) LMIC",Bulgaria,2.3
2018,"6,85$ в день (ППС 2017) UMIC",Bulgaria,8.0
2019,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,0.9
2019,"3,65$ в день (ППС 2017) LMIC",Bulgaria,2.8
2019,"6,85$ в день (ППС 2017) UMIC",Bulgaria,7.2
2020,"2,15$ в день (ППС 2017) доллар-в-день",Bulgaria,0.2
2020,"3,65$ в день (ППС 2017) LMIC",Bulgaria,1.4
2020,"6,85$ в день (ППС 2017) UMIC",Bulgaria,4.5
2009,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,0.9
2009,"3,65$ в день (ППС 2017) LMIC",Croatia,1.6
2009,"6,85$ в день (ППС 2017) UMIC",Croatia,5.1
2010,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,1.2
2010,"3,65$ в день (ППС 2017) LMIC",Croatia,2.2
2010,"6,85$ в день (ППС 2017) UMIC",Croatia,6.6
2011,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,0.6
2011,"3,65$ в день (ППС 2017) LMIC",Croatia,1.8
2011,"6,85$ в день (ППС 2017) UMIC",Croatia,7.5
2012,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,0.8
2012,"3,65$ в день (ППС 2017) LMIC",Croatia,2.0
2012,"6,85$ в день (ППС 2017) UMIC",Croatia,8.1
2013,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,0.7
2013,"3,65$ в день (ППС 2017) LMIC",Croatia,2.0
2013,"6,85$ в день (ППС 2017) UMIC",Croatia,7.8
2014,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,1.0
2014,"3,65$ в день (ППС 2017) LMIC",Croatia,1.7
2014,"6,85$ в день (ППС 2017) UMIC",Croatia,6.6
2015,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,0.6
2015,"3,65$ в день (ППС 2017) LMIC",Croatia,1.3
2015,"6,85$ в день (ППС 2017) UMIC",Croatia,5.8
2016,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,0.6
2016,"3,65$ в день (ППС 2017) LMIC",Croatia,1.3
2016,"6,85$ в день (ППС 2017) UMIC",Croatia,4.7
2017,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,0.5
2017,"3,65$ в день (ППС 2017) LMIC",Croatia,1.1
2017,"6,85$ в день (ППС 2017) UMIC",Croatia,4.2
2018,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,0.4
2018,"3,65$ в день (ППС 2017) LMIC",Croatia,0.7
2018,"6,85$ в день (ППС 2017) UMIC",Croatia,2.7
2019,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,0.3
2019,"3,65$ в день (ППС 2017) LMIC",Croatia,0.6
2019,"6,85$ в день (ППС 2017) UMIC",Croatia,2.4
2020,"2,15$ в день (ППС 2017) доллар-в-день",Croatia,0.3
2020,"3,65$ в день (ППС 2017) LMIC",Croatia,0.7
2020,"6,85$ в день (ППС 2017) UMIC",Croatia,2.1
2004,"2,15$ в день (ППС 2017) доллар-в-день",Cyprus,0.1
2004,"3,65$ в день (ППС 2017) LMIC",Cyprus,0.1
2004,"6,85$ в день (ППС 2017) UMIC",Cyprus,0.3
2005,"2,15$ в день (ППС 2017) доллар-в-день",Cyprus,0.0
2005,"3,65$ в день (ППС 2017) LMIC",Cyprus,0.1
2005,"6,85$ в день (ППС 2017) UMIC",Cyprus,0.1
2006,"2,15$ в день (ППС 2017) доллар-в-день",Cyprus,0.0
2006,"3,65$ в день (ППС 2017) LMIC",Cyprus,0.0
2006,"6,85$ в день (ППС 2017) UMIC",Cyprus,0.0
2007,"2,15$ в день (ППС 2017) доллар-в-день",Cyprus,0.0
2007,"3,65$ в день (ППС 2017) LMIC",Cyprus,0.0
2007,"6,85$ в день (ППС 2017) UMIC",Cyprus,0.1
2008,"2,15$ в день (ППС 2017) доллар-в-день",Cyprus,0.0
2008,"3,65$ в день (ППС 2017) LMIC",Cyprus,0.0
2008,"6,85$ в день (ППС 2017) UMIC",Cyprus,0.0
2009,"2,15$ в день (ППС 2017) доллар-в-день",Cyprus,0.1
2009,"3,65$ в день (ППС 2017) LMIC",Cyprus,0.1
2009,"6,85$ в день (ППС 2017) UMIC",Cyprus,0.2
2010,"2,15$ в день (ППС 2017) доллар-в-день",Cyprus,0.0
2010,"3,65$ в день (ППС 2017) LMIC",Cyprus,0.1
2010,"6,85$ в день (ППС 2017) UMIC",Cyprus,0.2
2011,"2,15$ в день (ППС 2017) доллар-в-день",Cyprus,0.0
2011,"3,65$ в день (ППС 2017) LMIC",Cyprus,0.0
2011,"6,85$ в день (ППС 2017) UMIC",Cyprus,0.2
