Year,Пол,Страна ,Value
2011,Женщины,Belgium,83.3
2012,Женщины,Belgium,83.1
2013,Женщины,Belgium,83.2
2014,Женщины,Belgium,83.9
2015,Женщины,Belgium,83.4
2016,Женщины,Belgium,84.0
2017,Женщины,Belgium,83.9
2018,Женщины,Belgium,83.9
2019,Женщины,Belgium,84.3
2020,Женщины,Belgium,83.0
2021,Женщины,Belgium,84.4
1998,Всего,Belgium,77.47317073
1999,Всего,Belgium,77.6195122
2000,Всего,Belgium,77.72195122
2001,Всего,Belgium,77.97317073
2002,Всего,Belgium,78.07560976
2003,Всего,Belgium,78.12926829
2004,Всего,Belgium,78.87804878
2005,Всего,Belgium,78.9804878
2006,Всего,Belgium,79.3804878
2007,Всего,Belgium,79.78292683
2008,Всего,Belgium,79.6804878
2009,Всего,Belgium,80.03414634
2010,Всего,Belgium,80.18292683
2011,Всего,Belgium,80.58536585
2012,Всего,Belgium,80.38536585
2013,Всего,Belgium,80.58780488
2014,Всего,Belgium,81.28780488
2015,Всего,Belgium,80.99268293
2016,Всего,Belgium,81.43902439
2017,Всего,Belgium,81.49268293
2018,Всего,Belgium,81.59512195
2019,Всего,Belgium,81.99512195
2020,Всего,Belgium,80.69512195
2021,Всего,Belgium,81.8902439
1998,Мужчины,Belgium,74.4
1999,Мужчины,Belgium,74.4
2000,Мужчины,Belgium,74.6
2001,Мужчины,Belgium,74.9
2002,Мужчины,Belgium,75.1
2003,Мужчины,Belgium,75.3
2004,Мужчины,Belgium,76.0
2005,Мужчины,Belgium,76.2
2006,Мужчины,Belgium,76.6
2007,Мужчины,Belgium,77.1
2008,Мужчины,Belgium,76.9
2009,Мужчины,Belgium,77.4
2010,Мужчины,Belgium,77.5
2011,Мужчины,Belgium,78.0
2012,Мужчины,Belgium,77.8
2013,Мужчины,Belgium,78.1
2014,Мужчины,Belgium,78.8
2015,Мужчины,Belgium,78.7
2016,Мужчины,Belgium,79.0
2017,Мужчины,Belgium,79.2
2018,Мужчины,Belgium,79.4
2019,Мужчины,Belgium,79.8
2020,Мужчины,Belgium,78.5
2021,Мужчины,Belgium,79.5
1998,Женщины,Bulgaria,74.8
1999,Женщины,Bulgaria,75.1
2000,Женщины,Bulgaria,75.3
2001,Женщины,Bulgaria,75.2
2002,Женщины,Bulgaria,75.4
2003,Женщины,Bulgaria,75.6
2004,Женщины,Bulgaria,76.2
2005,Женщины,Bulgaria,76.3
2006,Женщины,Bulgaria,76.3
2007,Женщины,Bulgaria,76.3
2008,Женщины,Bulgaria,76.6
2009,Женщины,Bulgaria,77.1
2010,Женщины,Bulgaria,77.2
2011,Женщины,Bulgaria,77.8
2012,Женщины,Bulgaria,77.9
2013,Женщины,Bulgaria,78.6
2014,Женщины,Bulgaria,78.0
2015,Женщины,Bulgaria,78.2
2016,Женщины,Bulgaria,78.5
2017,Женщины,Bulgaria,78.4
2018,Женщины,Bulgaria,78.6
2019,Женщины,Bulgaria,78.8
2020,Женщины,Bulgaria,77.5
2021,Женщины,Bulgaria,75.1
1998,Всего,Bulgaria,71.06097561
1999,Всего,Bulgaria,71.41219512
2000,Всего,Bulgaria,71.66341463
2001,Всего,Bulgaria,71.76829268
2002,Всего,Bulgaria,71.86585366
2003,Всего,Bulgaria,72.06585366
2004,Всего,Bulgaria,72.56341463
2005,Всего,Bulgaria,72.56097561
2006,Всего,Bulgaria,72.61219512
2007,Всего,Bulgaria,72.66341463
2008,Всего,Bulgaria,72.96341463
2009,Всего,Bulgaria,73.41219512
2010,Всего,Bulgaria,73.51219512
2011,Всего,Bulgaria,74.16341463
2012,Всего,Bulgaria,74.31463415
2013,Всего,Bulgaria,74.86097561
2014,Всего,Bulgaria,74.46585366
2015,Всего,Bulgaria,74.61463415
2016,Всего,Bulgaria,74.81219512
2017,Всего,Bulgaria,74.81463415
2018,Всего,Bulgaria,74.96341463
2019,Всего,Bulgaria,75.11219512
2020,Всего,Bulgaria,73.65853659
2021,Всего,Bulgaria,71.51463415
1998,Мужчины,Bulgaria,67.5
1999,Мужчины,Bulgaria,67.9
2000,Мужчины,Bulgaria,68.2
2001,Мужчины,Bulgaria,68.5
2002,Мужчины,Bulgaria,68.5
2003,Мужчины,Bulgaria,68.7
2004,Мужчины,Bulgaria,69.1
2005,Мужчины,Bulgaria,69.0
2006,Мужчины,Bulgaria,69.1
2007,Мужчины,Bulgaria,69.2
2008,Мужчины,Bulgaria,69.5
2009,Мужчины,Bulgaria,69.9
2010,Мужчины,Bulgaria,70.0
2011,Мужчины,Bulgaria,70.7
2012,Мужчины,Bulgaria,70.9
2013,Мужчины,Bulgaria,71.3
2014,Мужчины,Bulgaria,71.1
2015,Мужчины,Bulgaria,71.2
2016,Мужчины,Bulgaria,71.3
2017,Мужчины,Bulgaria,71.4
2018,Мужчины,Bulgaria,71.5
2019,Мужчины,Bulgaria,71.6
2020,Мужчины,Bulgaria,70.0
2021,Мужчины,Bulgaria,68.1
1998,Женщины,Croatia,76.22
1999,Женщины,Croatia,76.55
2000,Женщины,Croatia,76.68
2001,Женщины,Croatia,78.17
2002,Женщины,Croatia,78.4
2003,Женщины,Croatia,78.23
2004,Женщины,Croatia,79.08
2005,Женщины,Croatia,78.83
2006,Женщины,Croatia,79.33
2007,Женщины,Croatia,79.25
2008,Женщины,Croatia,79.6
2009,Женщины,Croatia,79.6
2010,Женщины,Croatia,79.6
2011,Женщины,Croatia,79.9
2012,Женщины,Croatia,80.1
2013,Женщины,Croatia,80.2
2014,Женщины,Croatia,80.5
2015,Женщины,Croatia,80.4
2016,Женщины,Croatia,81.3
2017,Женщины,Croatia,80.9
2018,Женщины,Croatia,81.4
2019,Женщины,Croatia,81.6
2020,Женщины,Croatia,80.9
2021,Женщины,Croatia,79.6
1998,Всего,Croatia,72.31707317
1999,Всего,Croatia,72.64195122
2000,Всего,Croatia,72.80780488
2001,Всего,Croatia,74.51292683
2002,Всего,Croatia,74.71731707
2003,Всего,Croatia,74.61390244
2004,Всего,Croatia,75.5202439
2005,Всего,Croatia,75.24463415
2006,Всего,Croatia,75.83682927
2007,Всего,Croatia,75.70560976
2008,Всего,Croatia,75.91219512
2009,Всего,Croatia,76.16829268
2010,Всего,Croatia,76.47560976
2011,Всего,Croatia,76.77560976
2012,Всего,Croatia,76.92439024
2013,Всего,Croatia,77.12682927
2014,Всего,Croatia,77.47804878
2015,Всего,Croatia,77.27560976
2016,Всего,Croatia,78.02195122
2017,Всего,Croatia,77.82682927
2018,Всего,Croatia,78.07073171
2019,Всего,Croatia,78.42439024
2020,Всего,Croatia,77.72439024
2021,Всего,Croatia,76.42439024
1998,Мужчины,Croatia,68.6
1999,Мужчины,Croatia,68.92
2000,Мужчины,Croatia,69.12
2001,Мужчины,Croatia,71.03
2002,Мужчины,Croatia,71.21
2003,Мужчины,Croatia,71.17
2004,Мужчины,Croatia,72.13
2005,Мужчины,Croatia,71.83
2006,Мужчины,Croatia,72.51
2007,Мужчины,Croatia,72.33
2008,Мужчины,Croatia,72.4
2009,Мужчины,Croatia,72.9
2010,Мужчины,Croatia,73.5
2011,Мужчины,Croatia,73.8
2012,Мужчины,Croatia,73.9
2013,Мужчины,Croatia,74.2
2014,Мужчины,Croatia,74.6
2015,Мужчины,Croatia,74.3
2016,Мужчины,Croatia,74.9
2017,Мужчины,Croatia,74.9
2018,Мужчины,Croatia,74.9
2019,Мужчины,Croatia,75.4
2020,Мужчины,Croatia,74.7
2021,Мужчины,Croatia,73.4
1998,Женщины,Cyprus,78.417
1999,Женщины,Cyprus,78.363
2000,Женщины,Cyprus,78.552
2001,Женщины,Cyprus,79.02
2002,Женщины,Cyprus,79.635
2003,Женщины,Cyprus,79.992
2004,Женщины,Cyprus,80.105
2005,Женщины,Cyprus,80.287
2006,Женщины,Cyprus,80.522
2007,Женщины,Cyprus,81.006
2008,Женщины,Cyprus,81.198
2009,Женщины,Cyprus,81.766
2010,Женщины,Cyprus,82.048
2011,Женщины,Cyprus,82.336
2012,Женщины,Cyprus,82.15
2013,Женщины,Cyprus,82.405
2014,Женщины,Cyprus,82.723
2015,Женщины,Cyprus,82.873
2016,Женщины,Cyprus,83.185
2017,Женщины,Cyprus,83.415
2018,Женщины,Cyprus,83.058
2019,Женщины,Cyprus,83.27
2020,Женщины,Cyprus,83.448
2021,Женщины,Cyprus,83.204
1998,Всего,Cyprus,76.182
1999,Всего,Cyprus,76.295
2000,Всего,Cyprus,76.568
2001,Всего,Cyprus,76.989
2002,Всего,Cyprus,77.487
2003,Всего,Cyprus,77.788
2004,Всего,Cyprus,77.944
2005,Всего,Cyprus,78.101
2006,Всего,Cyprus,78.371
2007,Всего,Cyprus,78.81
2008,Всего,Cyprus,78.981
2009,Всего,Cyprus,79.401
2010,Всего,Cyprus,79.665
2011,Всего,Cyprus,79.999
2012,Всего,Cyprus,80.109
2013,Всего,Cyprus,80.402
2014,Всего,Cyprus,80.771
2015,Всего,Cyprus,80.966
2016,Всего,Cyprus,81.056
2017,Всего,Cyprus,81.328
2018,Всего,Cyprus,81.382
2019,Всего,Cyprus,81.397
2020,Всего,Cyprus,81.391
2021,Всего,Cyprus,81.203
1998,Мужчины,Cyprus,74.0
1999,Мужчины,Cyprus,74.255
2000,Мужчины,Cyprus,74.601
2001,Мужчины,Cyprus,74.977
2002,Мужчины,Cyprus,75.37
2003,Мужчины,Cyprus,75.621
2004,Мужчины,Cyprus,75.815
2005,Мужчины,Cyprus,75.953
2006,Мужчины,Cyprus,76.255
2007,Мужчины,Cyprus,76.656
2008,Мужчины,Cyprus,76.813
2009,Мужчины,Cyprus,77.109
2010,Мужчины,Cyprus,77.362
2011,Мужчины,Cyprus,77.736
2012,Мужчины,Cyprus,78.091
2013,Мужчины,Cyprus,78.409
2014,Мужчины,Cyprus,78.817
2015,Мужчины,Cyprus,79.051
2016,Мужчины,Cyprus,78.945
2017,Мужчины,Cyprus,79.246
2018,Мужчины,Cyprus,79.67
2019,Мужчины,Cyprus,79.508
2020,Мужчины,Cyprus,79.345
2021,Мужчины,Cyprus,79.209
1998,Женщины,Czechia,78.1
1999,Женщины,Czechia,78.1
2000,Женщины,Czechia,78.4
2001,Женщины,Czechia,78.4
2002,Женщины,Czechia,78.5
2003,Женщины,Czechia,78.5
2004,Женщины,Czechia,79.0
2005,Женщины,Czechia,79.1
2006,Женщины,Czechia,79.7
2007,Женщины,Czechia,79.9
2008,Женщины,Czechia,80.1
2009,Женщины,Czechia,80.1
2010,Женщины,Czechia,80.6
2011,Женщины,Czechia,81.1
2012,Женщины,Czechia,81.2
2013,Женщины,Czechia,81.3
2014,Женщины,Czechia,82.0
2015,Женщины,Czechia,81.6
2016,Женщины,Czechia,82.1
2017,Женщины,Czechia,82.0
2018,Женщины,Czechia,82.0
2019,Женщины,Czechia,82.2
2020,Женщины,Czechia,81.3
2021,Женщины,Czechia,80.6
1998,Всего,Czechia,74.51463415
1999,Всего,Czechia,74.66829268
2000,Всего,Czechia,74.96829268
2001,Всего,Czechia,75.17317073
2002,Всего,Czechia,75.22195122
2003,Всего,Czechia,75.17073171
2004,Всего,Czechia,75.72195122
2005,Всего,Czechia,75.92439024
2006,Всего,Czechia,76.52439024
2007,Всего,Czechia,76.72439024
2008,Всего,Czechia,76.97560976
2009,Всего,Czechia,77.07804878
2010,Всего,Czechia,77.42439024
2011,Всего,Czechia,77.87317073
2012,Всего,Czechia,78.07560976
2013,Всего,Czechia,78.17560976
2014,Всего,Czechia,78.82439024
2015,Всего,Czechia,78.57804878
2016,Всего,Czechia,79.02682927
2017,Всего,Czechia,78.97804878
2018,Всего,Czechia,79.02926829
2019,Всего,Czechia,79.22926829
2020,Всего,Czechia,78.22682927
2021,Всего,Czechia,77.37317073
1998,Мужчины,Czechia,71.1
1999,Мужчины,Czechia,71.4
2000,Мужчины,Czechia,71.7
2001,Мужчины,Czechia,72.1
2002,Мужчины,Czechia,72.1
2003,Мужчины,Czechia,72.0
2004,Мужчины,Czechia,72.6
2005,Мужчины,Czechia,72.9
2006,Мужчины,Czechia,73.5
2007,Мужчины,Czechia,73.7
2008,Мужчины,Czechia,74.0
2009,Мужчины,Czechia,74.2
2010,Мужчины,Czechia,74.4
2011,Мужчины,Czechia,74.8
2012,Мужчины,Czechia,75.1
2013,Мужчины,Czechia,75.2
2014,Мужчины,Czechia,75.8
2015,Мужчины,Czechia,75.7
2016,Мужчины,Czechia,76.1
2017,Мужчины,Czechia,76.1
2018,Мужчины,Czechia,76.2
2019,Мужчины,Czechia,76.4
2020,Мужчины,Czechia,75.3
2021,Мужчины,Czechia,74.3
1998,Женщины,Denmark,78.7
1999,Женщины,Denmark,78.8
2000,Женщины,Denmark,79.0
2001,Женщины,Denmark,79.2
2002,Женщины,Denmark,79.2
2003,Женщины,Denmark,79.5
2004,Женщины,Denmark,79.9
2005,Женщины,Denmark,80.2
2006,Женщины,Denmark,80.4
2007,Женщины,Denmark,80.5
2008,Женщины,Denmark,80.7
2009,Женщины,Denmark,80.8
2010,Женщины,Denmark,81.2
2011,Женщины,Denmark,81.9
2012,Женщины,Denmark,82.1
2013,Женщины,Denmark,82.4
2014,Женщины,Denmark,82.8
2015,Женщины,Denmark,82.7
2016,Женщины,Denmark,82.8
2017,Женщины,Denmark,83.1
2018,Женщины,Denmark,82.9
2019,Женщины,Denmark,83.5
2020,Женщины,Denmark,83.6
2021,Женщины,Denmark,83.3
1998,Всего,Denmark,76.13902439
1999,Всего,Denmark,76.34146341
2000,Всего,Denmark,76.59268293
2001,Всего,Denmark,76.79268293
2002,Всего,Denmark,76.89512195
2003,Всего,Denmark,77.14390244
2004,Всего,Denmark,77.49268293
2005,Всего,Denmark,77.84390244
2006,Всего,Denmark,78.09512195
2007,Всего,Denmark,78.19512195
2008,Всего,Denmark,78.44634146
2009,Всего,Denmark,78.59756098
2010,Всего,Denmark,79.1
2011,Всего,Denmark,79.8
2012,Всего,Denmark,80.05121951
2013,Всего,Denmark,80.3
2014,Всего,Denmark,80.7
2015,Всего,Denmark,80.70243902
2016,Всего,Denmark,80.85365854
2017,Всего,Denmark,81.10243902
2018,Всего,Denmark,80.95365854
2019,Всего,Denmark,81.45121951
2020,Всего,Denmark,81.60243902
2021,Всего,Denmark,81.40487805
1998,Мужчины,Denmark,73.7
1999,Мужчины,Denmark,74.0
2000,Мужчины,Denmark,74.3
2001,Мужчины,Denmark,74.5
2002,Мужчины,Denmark,74.7
2003,Мужчины,Denmark,74.9
2004,Мужчины,Denmark,75.2
2005,Мужчины,Denmark,75.6
2006,Мужчины,Denmark,75.9
2007,Мужчины,Denmark,76.0
2008,Мужчины,Denmark,76.3
2009,Мужчины,Denmark,76.5
2010,Мужчины,Denmark,77.1
2011,Мужчины,Denmark,77.8
2012,Мужчины,Denmark,78.1
2013,Мужчины,Denmark,78.3
2014,Мужчины,Denmark,78.7
2015,Мужчины,Denmark,78.8
2016,Мужчины,Denmark,79.0
2017,Мужчины,Denmark,79.2
2018,Мужчины,Denmark,79.1
2019,Мужчины,Denmark,79.5
2020,Мужчины,Denmark,79.7
2021,Мужчины,Denmark,79.6
1998,Женщины,Estonia,75.3
1999,Женщины,Estonia,75.8
2000,Женщины,Estonia,76.0
2001,Женщины,Estonia,76.2
2002,Женщины,Estonia,77.0
2003,Женщины,Estonia,76.9
2004,Женщины,Estonia,77.8
2005,Женщины,Estonia,78.1
2006,Женщины,Estonia,78.3
2007,Женщины,Estonia,78.5
2008,Женщины,Estonia,79.2
2009,Женщины,Estonia,80.1
2010,Женщины,Estonia,80.5
2011,Женщины,Estonia,81.3
2012,Женщины,Estonia,81.5
2013,Женщины,Estonia,81.7
2014,Женщины,Estonia,81.9
2015,Женщины,Estonia,82.2
2016,Женщины,Estonia,82.2
2017,Женщины,Estonia,82.6
2018,Женщины,Estonia,82.7
2019,Женщины,Estonia,83.0
2020,Женщины,Estonia,83.0
2021,Женщины,Estonia,81.3
1998,Всего,Estonia,69.35853659
1999,Всего,Estonia,70.06341463
2000,Всего,Estonia,70.41707317
2001,Всего,Estonia,70.25853659
2002,Всего,Estonia,70.90487805
2003,Всего,Estonia,71.31707317
2004,Всего,Estonia,71.9097561
2005,Всего,Estonia,72.56829268
2006,Всего,Estonia,72.69146341
2007,Всего,Estonia,72.81463415
2008,Всего,Estonia,73.77073171
2009,Всего,Estonia,74.82439024
2010,Всего,Estonia,75.42926829
2011,Всего,Estonia,76.22926829
2012,Всего,Estonia,76.32682927
2013,Всего,Estonia,77.14146341
2014,Всего,Estonia,77.03414634
2015,Всего,Estonia,77.5902439
2016,Всего,Estonia,77.64146341
2017,Всего,Estonia,78.09268293
2018,Всего,Estonia,78.24390244
2019,Всего,Estonia,78.64634146
2020,Всего,Estonia,78.59512195
2021,Всего,Estonia,76.74146341
1998,Мужчины,Estonia,63.7
1999,Мужчины,Estonia,64.6
2000,Мужчины,Estonia,65.1
2001,Мужчины,Estonia,64.6
2002,Мужчины,Estonia,65.1
2003,Мужчины,Estonia,66.0
2004,Мужчины,Estonia,66.3
2005,Мужчины,Estonia,67.3
2006,Мужчины,Estonia,67.35
2007,Мужчины,Estonia,67.4
2008,Мужчины,Estonia,68.6
2009,Мужчины,Estonia,69.8
2010,Мужчины,Estonia,70.6
2011,Мужчины,Estonia,71.4
2012,Мужчины,Estonia,71.4
2013,Мужчины,Estonia,72.8
2014,Мужчины,Estonia,72.4
2015,Мужчины,Estonia,73.2
2016,Мужчины,Estonia,73.3
2017,Мужчины,Estonia,73.8
2018,Мужчины,Estonia,74.0
2019,Мужчины,Estonia,74.5
2020,Мужчины,Estonia,74.4
2021,Мужчины,Estonia,72.4
1998,Женщины,Finland,80.84
1999,Женщины,Finland,81.02
2000,Женщины,Finland,81.0
2001,Женщины,Finland,81.5
2002,Женщины,Finland,81.5
2003,Женщины,Finland,81.8
2004,Женщины,Finland,82.3
2005,Женщины,Finland,82.3
2006,Женщины,Finland,82.8
2007,Женщины,Finland,82.9
2008,Женщины,Finland,83.0
2009,Женщины,Finland,83.1
2010,Женщины,Finland,83.2
2011,Женщины,Finland,83.8
2012,Женщины,Finland,83.7
2013,Женщины,Finland,84.1
2014,Женщины,Finland,84.1
2015,Женщины,Finland,84.4
2016,Женщины,Finland,84.4
2017,Женщины,Finland,84.5
2018,Женщины,Finland,84.5
2019,Женщины,Finland,84.8
2020,Женщины,Finland,84.8
2021,Женщины,Finland,84.7
1998,Всего,Finland,77.09073171
1999,Всего,Finland,77.29121951
2000,Всего,Finland,77.46585366
2001,Всего,Finland,77.96585366
2002,Всего,Finland,78.1195122
2003,Всего,Finland,78.36829268
2004,Всего,Finland,78.71463415
2005,Всего,Finland,78.81707317
2006,Всего,Finland,79.21463415
2007,Всего,Finland,79.26341463
2008,Всего,Finland,79.56829268
2009,Всего,Finland,79.7195122
2010,Всего,Finland,79.87073171
2011,Всего,Finland,80.47073171
2012,Всего,Finland,80.62682927
2013,Всего,Finland,80.97560976
2014,Всего,Finland,81.1804878
2015,Всего,Finland,81.4804878
2016,Всего,Finland,81.42926829
2017,Всего,Finland,81.63170732
2018,Всего,Finland,81.73414634
2019,Всего,Finland,81.98292683
2020,Всего,Finland,81.93170732
2021,Всего,Finland,81.93414634
1998,Мужчины,Finland,73.52
1999,Мужчины,Finland,73.74
2000,Мужчины,Finland,74.1
2001,Мужчины,Finland,74.6
2002,Мужчины,Finland,74.9
2003,Мужчины,Finland,75.1
2004,Мужчины,Finland,75.3
2005,Мужчины,Finland,75.5
2006,Мужчины,Finland,75.8
2007,Мужчины,Finland,75.8
2008,Мужчины,Finland,76.3
2009,Мужчины,Finland,76.5
2010,Мужчины,Finland,76.7
2011,Мужчины,Finland,77.3
2012,Мужчины,Finland,77.7
2013,Мужчины,Finland,78.0
2014,Мужчины,Finland,78.4
2015,Мужчины,Finland,78.7
2016,Мужчины,Finland,78.6
2017,Мужчины,Finland,78.9
2018,Мужчины,Finland,79.1
2019,Мужчины,Finland,79.3
2020,Мужчины,Finland,79.2
2021,Мужчины,Finland,79.3
1998,Женщины,France,82.6
1999,Женщины,France,82.7
2000,Женщины,France,83.0
2001,Женщины,France,83.0
2002,Женщины,France,83.0
2003,Женщины,France,82.7
2004,Женщины,France,83.8
2005,Женщины,France,83.8
2006,Женщины,France,84.5
2007,Женщины,France,84.8
2008,Женщины,France,84.8
2009,Женщины,France,85.0
2010,Женщины,France,85.3
2011,Женщины,France,85.7
2012,Женщины,France,85.4
2013,Женщины,France,85.6
2014,Женщины,France,86.1
2015,Женщины,France,85.6
2016,Женщины,France,85.8
2017,Женщины,France,85.7
2018,Женщины,France,85.8
2019,Женщины,France,85.9
2020,Женщины,France,85.3
2021,Женщины,France,85.5
1998,Всего,France,78.60487805
1999,Всего,France,78.75609756
2000,Всего,France,79.05609756
2001,Всего,France,79.15853659
2002,Всего,France,79.26097561
2003,Всего,France,79.11463415
2004,Всего,France,80.16341463
2005,Всего,France,80.16341463
2006,Всего,France,80.81219512
2007,Всего,France,81.11219512
2008,Всего,France,81.21463415
2009,Всего,France,81.41463415
2010,Всего,France,81.66341463
2011,Всего,France,82.11463415
2012,Всего,France,81.96829268
2013,Всего,France,82.2195122
2014,Всего,France,82.7195122
2015,Всего,France,82.32195122
2016,Всего,France,82.57317073
2017,Всего,France,82.57560976
2018,Всего,France,82.67560976
2019,Всего,France,82.82682927
2020,Всего,France,82.17560976
2021,Всего,France,82.32439024
1998,Мужчины,France,74.8
1999,Мужчины,France,75.0
2000,Мужчины,France,75.3
2001,Мужчины,France,75.5
2002,Мужчины,France,75.7
2003,Мужчины,France,75.7
2004,Мужчины,France,76.7
2005,Мужчины,France,76.7
2006,Мужчины,France,77.3
2007,Мужчины,France,77.6
2008,Мужчины,France,77.8
2009,Мужчины,France,78.0
2010,Мужчины,France,78.2
2011,Мужчины,France,78.7
2012,Мужчины,France,78.7
2013,Мужчины,France,79.0
2014,Мужчины,France,79.5
2015,Мужчины,France,79.2
2016,Мужчины,France,79.5
2017,Мужчины,France,79.6
2018,Мужчины,France,79.7
2019,Мужчины,France,79.9
2020,Мужчины,France,79.2
2021,Мужчины,France,79.3
1998,Женщины,Germany,80.6
1999,Женщины,Germany,80.8
2000,Женщины,Germany,81.0
2001,Женщины,Germany,81.3
2002,Женщины,Germany,81.2
2003,Женщины,Germany,81.3
2004,Женщины,Germany,81.6
2005,Женщины,Germany,81.8
2006,Женщины,Germany,82.0
2007,Женщины,Germany,82.3
2008,Женщины,Germany,82.4
2009,Женщины,Germany,82.5
2010,Женщины,Germany,82.6
2011,Женщины,Germany,83.1
2012,Женщины,Germany,83.1
2013,Женщины,Germany,83.0
2014,Женщины,Germany,83.6
2015,Женщины,Germany,83.1
2016,Женщины,Germany,83.5
2017,Женщины,Germany,83.4
2018,Женщины,Germany,83.3
2019,Женщины,Germany,83.7
2020,Женщины,Germany,83.5
2021,Женщины,Germany,83.38
1998,Всего,Germany,77.47560976
1999,Всего,Germany,77.72682927
2000,Всего,Germany,77.92682927
2001,Всего,Germany,78.32926829
2002,Всего,Germany,78.22926829
2003,Всего,Germany,78.3804878
2004,Всего,Germany,78.6804878
2005,Всего,Germany,78.93170732
2006,Всего,Germany,79.13170732
2007,Всего,Germany,79.53414634
2008,Всего,Germany,79.73658537
2009,Всего,Germany,79.83658537
2010,Всего,Germany,79.98780488
2011,Всего,Germany,80.43658537
2012,Всего,Germany,80.53902439
2013,Всего,Germany,80.4902439
2014,Всего,Germany,81.0902439
2015,Всего,Germany,80.64146341
2016,Всего,Germany,80.9902439
2017,Всего,Germany,80.99268293
2018,Всего,Germany,80.89268293
2019,Всего,Germany,81.29268293
2020,Всего,Germany,81.04146341
2021,Всего,Germany,80.90097561
1998,Мужчины,Germany,74.5
1999,Мужчины,Germany,74.8
2000,Мужчины,Germany,75.0
2001,Мужчины,Germany,75.5
2002,Мужчины,Germany,75.4
2003,Мужчины,Germany,75.6
2004,Мужчины,Germany,75.9
2005,Мужчины,Germany,76.2
2006,Мужчины,Germany,76.4
2007,Мужчины,Germany,76.9
2008,Мужчины,Germany,77.2
2009,Мужчины,Germany,77.3
2010,Мужчины,Germany,77.5
2011,Мужчины,Germany,77.9
2012,Мужчины,Germany,78.1
2013,Мужчины,Germany,78.1
2014,Мужчины,Germany,78.7
2015,Мужчины,Germany,78.3
2016,Мужчины,Germany,78.6
2017,Мужчины,Germany,78.7
2018,Мужчины,Germany,78.6
2019,Мужчины,Germany,79.0
2020,Мужчины,Germany,78.7
2021,Мужчины,Germany,78.54
1998,Женщины,Greece,80.4
1999,Женщины,Greece,80.6
2000,Женщины,Greece,80.5
2001,Женщины,Greece,81.0
2002,Женщины,Greece,81.1
2003,Женщины,Greece,81.3
2004,Женщины,Greece,81.6
2005,Женщины,Greece,81.8
2006,Женщины,Greece,82.0
2007,Женщины,Greece,82.0
2008,Женщины,Greece,82.5
2009,Женщины,Greece,82.8
2010,Женщины,Greece,83.0
2011,Женщины,Greece,83.6
2012,Женщины,Greece,83.4
2013,Женщины,Greece,84.0
2014,Женщины,Greece,84.1
2015,Женщины,Greece,83.7
2016,Женщины,Greece,84.0
2017,Женщины,Greece,83.9
2018,Женщины,Greece,84.4
2019,Женщины,Greece,84.2
2020,Женщины,Greece,83.9
2021,Женщины,Greece,83.0
1998,Всего,Greece,77.83902439
1999,Всего,Greece,77.98780488
2000,Всего,Greece,77.88780488
2001,Всего,Greece,78.38780488
2002,Всего,Greece,78.64146341
2003,Всего,Greece,78.84146341
2004,Всего,Greece,79.03902439
2005,Всего,Greece,79.23902439
2006,Всего,Greece,79.43902439
2007,Всего,Greece,79.43902439
2008,Всего,Greece,79.93902439
2009,Всего,Greece,80.18780488
2010,Всего,Greece,80.38780488
2011,Всего,Greece,80.73170732
2012,Всего,Greece,80.63414634
2013,Всего,Greece,81.28536585
2014,Всего,Greece,81.38536585
2015,Всего,Greece,81.03658537
2016,Всего,Greece,81.38780488
2017,Всего,Greece,81.28780488
2018,Всего,Greece,81.78780488
2019,Всего,Greece,81.63902439
2020,Всего,Greece,81.28780488
2021,Всего,Greece,80.18292683
1998,Мужчины,Greece,75.4
1999,Мужчины,Greece,75.5
2000,Мужчины,Greece,75.4
2001,Мужчины,Greece,75.9
2002,Мужчины,Greece,76.3
2003,Мужчины,Greece,76.5
2004,Мужчины,Greece,76.6
2005,Мужчины,Greece,76.8
2006,Мужчины,Greece,77.0
2007,Мужчины,Greece,77.0
2008,Мужчины,Greece,77.5
2009,Мужчины,Greece,77.7
2010,Мужчины,Greece,77.9
2011,Мужчины,Greece,78.0
2012,Мужчины,Greece,78.0
2013,Мужчины,Greece,78.7
2014,Мужчины,Greece,78.8
2015,Мужчины,Greece,78.5
2016,Мужчины,Greece,78.9
2017,Мужчины,Greece,78.8
2018,Мужчины,Greece,79.3
2019,Мужчины,Greece,79.2
2020,Мужчины,Greece,78.8
2021,Мужчины,Greece,77.5
1998,Женщины,Hungary,75.186
1999,Женщины,Hungary,75.21
2000,Женщины,Hungary,75.6
2001,Женщины,Hungary,76.5
2002,Женщины,Hungary,76.6
2003,Женщины,Hungary,76.5
2004,Женщины,Hungary,76.9
2005,Женщины,Hungary,76.9
2006,Женщины,Hungary,77.4
2007,Женщины,Hungary,77.3
2008,Женщины,Hungary,77.8
2009,Женщины,Hungary,77.9
2010,Женщины,Hungary,78.1
2011,Женщины,Hungary,78.7
2012,Женщины,Hungary,78.7
2013,Женщины,Hungary,79.1
2014,Женщины,Hungary,79.4
2015,Женщины,Hungary,79.0
2016,Женщины,Hungary,79.7
2017,Женщины,Hungary,79.3
2018,Женщины,Hungary,79.6
2019,Женщины,Hungary,79.7
2020,Женщины,Hungary,79.0
2021,Женщины,Hungary,78.0
1998,Всего,Hungary,70.55780488
1999,Всего,Hungary,70.67707317
2000,Всего,Hungary,71.24634146
2001,Всего,Hungary,72.24878049
