Year,SeriesCode,Страна ,Education level,Location,Quantile,Value
2015,SE_AGP_CPRA,Spain,LOWSEC,ALLAREA,_T,1.02319
2015,SE_AGP_CPRA,Spain,PRIMAR,ALLAREA,_T,1.0061
2015,SE_AGP_CPRA,Spain,UPPSEC,ALLAREA,_T,1.17933
2016,SE_AGP_CPRA,Spain,UPPSEC,ALLAREA,_T,1.20056
2016,SE_AGP_CPRA,Spain,PRIMAR,ALLAREA,_T,0.9986
2016,SE_AGP_CPRA,Spain,LOWSEC,ALLAREA,_T,1.02585
2017,SE_AGP_CPRA,Spain,LOWSEC,ALLAREA,_T,1.00907
2017,SE_AGP_CPRA,Spain,PRIMAR,ALLAREA,_T,0.99849
2016,SE_AGP_CPRA,North Macedonia,PRIMAR,ALLAREA,_T,1.0
2016,SE_AGP_CPRA,North Macedonia,LOWSEC,ALLAREA,_T,1.01343
2017,SE_AGP_CPRA,North Macedonia,LOWSEC,ALLAREA,_T,1.01442
2017,SE_AGP_CPRA,North Macedonia,PRIMAR,ALLAREA,_T,1.00101
2017,SE_AGP_CPRA,North Macedonia,UPPSEC,ALLAREA,_T,1.00883
2018,SE_AGP_CPRA,North Macedonia,UPPSEC,ALLAREA,_T,0.93408
2018,SE_AGP_CPRA,North Macedonia,PRIMAR,ALLAREA,_T,1.027
2018,SE_AGP_CPRA,North Macedonia,LOWSEC,ALLAREA,_T,1.01815
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,ALLAREA,Q1,1.01735
2017,SE_AGP_CPRA,Spain,UPPSEC,ALLAREA,_T,1.14675
2018,SE_AGP_CPRA,Spain,UPPSEC,ALLAREA,_T,1.15911
2018,SE_AGP_CPRA,Spain,PRIMAR,ALLAREA,_T,0.99589
2018,SE_AGP_CPRA,Spain,LOWSEC,ALLAREA,_T,1.01698
2019,SE_AGP_CPRA,Spain,PRIMAR,ALLAREA,_T,0.9993
2019,SE_AGP_CPRA,Spain,UPPSEC,ALLAREA,_T,1.14441
2019,SE_AGP_CPRA,Spain,LOWSEC,ALLAREA,_T,1.02866
2020,SE_AGP_CPRA,Spain,UPPSEC,ALLAREA,_T,1.14455
2020,SE_AGP_CPRA,Spain,PRIMAR,ALLAREA,_T,1.00321
2020,SE_AGP_CPRA,Spain,LOWSEC,ALLAREA,_T,1.02628
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,ALLAREA,_T,1.02627
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,URBAN,_T,1.05165
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,ALLAREA,Q4,1.05885
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,URBAN,Q4,0.0
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,RURAL,Q4,0.0
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,ALLAREA,Q5,0.0
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,URBAN,_T,0.87286
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,RURAL,Q4,0.0
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,URBAN,Q4,0.0
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,URBAN,Q3,0.0
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,ALLAREA,Q4,1.00637
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,URBAN,Q2,0.0
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,RURAL,Q2,0.97074
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,RURAL,Q3,0.0
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,URBAN,Q1,0.0
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,RURAL,Q1,0.88174
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,RURAL,_T,0.99457
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,ALLAREA,Q3,1.0152
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,URBAN,Q5,0.0
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,ALLAREA,Q2,1.06956
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,RURAL,Q2,1.0
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,RURAL,Q3,0.0
2012,SE_AGP_CPRA,Canada,PRIMAR,ALLAREA,_T,1.002
2013,SE_AGP_CPRA,Canada,PRIMAR,ALLAREA,_T,1.002
2013,SE_AGP_CPRA,Canada,LOWSEC,ALLAREA,_T,1.00706
2013,SE_AGP_CPRA,Canada,UPPSEC,ALLAREA,_T,1.06517
2014,SE_AGP_CPRA,Canada,UPPSEC,ALLAREA,_T,1.06502
2014,SE_AGP_CPRA,Canada,LOWSEC,ALLAREA,_T,1.00806
2014,SE_AGP_CPRA,Canada,PRIMAR,ALLAREA,_T,1.002
2015,SE_AGP_CPRA,Canada,PRIMAR,ALLAREA,_T,1.002
2015,SE_AGP_CPRA,Canada,LOWSEC,ALLAREA,_T,1.00706
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,URBAN,Q5,0.0
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,URBAN,Q3,0.0
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,ALLAREA,Q2,1.02257
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,RURAL,Q5,0.0
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,RURAL,Q5,0.0
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,ALLAREA,Q3,0.92603
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,URBAN,Q1,0.0
2021,SE_AGP_CPRA,Spain,LOWSEC,ALLAREA,_T,1.0148
2021,SE_AGP_CPRA,Spain,PRIMAR,ALLAREA,_T,1.00321
2021,SE_AGP_CPRA,Spain,UPPSEC,ALLAREA,_T,1.10741
2000,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,0.99699
2000,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.03007
2000,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2001,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2001,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.03229
2001,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,0.99699
2015,SE_AGP_CPRA,Canada,UPPSEC,ALLAREA,_T,1.01278
2016,SE_AGP_CPRA,Canada,UPPSEC,ALLAREA,_T,1.04626
2016,SE_AGP_CPRA,Canada,LOWSEC,ALLAREA,_T,1.00706
2016,SE_AGP_CPRA,Canada,PRIMAR,ALLAREA,_T,1.002
2017,SE_AGP_CPRA,Canada,UPPSEC,ALLAREA,_T,1.01342
2000,SE_AGP_CPRA,Chile,LOWSEC,URBAN,_T,1.0339
2000,SE_AGP_CPRA,Chile,PRIMAR,ALLAREA,_T,1.0246
2000,SE_AGP_CPRA,Chile,LOWSEC,ALLAREA,_T,1.0387
2000,SE_AGP_CPRA,Chile,UPPSEC,RURAL,_T,1.2613
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,URBAN,Q2,0.0
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,ALLAREA,Q4,0.0
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,URBAN,Q2,0.0
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,URBAN,Q1,0.0
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,URBAN,Q5,0.0
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,ALLAREA,Q2,0.81358
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,ALLAREA,Q3,1.08506
2002,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,0.998
2002,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.03444
2002,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2003,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2003,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.03437
2003,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,0.999
2004,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,0.999
2004,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.03429
2004,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,URBAN,Q4,0.0
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,URBAN,Q3,0.0
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,ALLAREA,Q5,0.0
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,RURAL,_T,0.97215
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,ALLAREA,_T,0.91351
2019,SE_AGP_CPRA,North Macedonia,UPPSEC,ALLAREA,Q1,0.78363
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,RURAL,Q4,0.0
2005,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.03201
2005,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2005,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.0
2006,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.0016
2006,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2006,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.04699
2007,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.03286
2007,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2007,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.00241
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,RURAL,Q3,0.0
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,RURAL,Q5,0.0
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,ALLAREA,Q5,0.0
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,URBAN,_T,1.00093
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,RURAL,_T,1.04163
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,RURAL,Q1,1.08865
2019,SE_AGP_CPRA,North Macedonia,PRIMAR,RURAL,Q1,0.98519
2008,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,0.9995
2008,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2008,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.02889
2009,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.02097
2009,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2009,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,0.999
2010,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.00101
2010,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2010,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.0214
2011,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.00413
2011,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.02295
2011,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2012,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.00282
2012,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.04992
2012,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2013,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2013,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.04098
2013,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.00917
2014,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.00873
2014,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.02982
2014,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2015,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2015,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.033
2015,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.00621
2016,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.02652
2016,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2016,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.01061
2017,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2017,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,0.99873
2017,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.01015
2018,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.01719
2018,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.03283
2018,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2019,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.09671
2019,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2019,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.02976
2020,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.02766
2020,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2020,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.09477
2021,SE_AGP_CPRA,Sweden,UPPSEC,ALLAREA,_T,1.09805
2021,SE_AGP_CPRA,Sweden,PRIMAR,ALLAREA,_T,1.0
2021,SE_AGP_CPRA,Sweden,LOWSEC,ALLAREA,_T,1.01027
2000,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2000,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,0.999
2000,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,0.99024
2001,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,0.99349
2001,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,0.999
2001,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2002,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2002,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,0.999
2002,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,0.99566
2003,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,0.99783
2003,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,0.999
2003,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2004,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2004,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0
2004,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,0.99891
2005,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,1.0
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,RURAL,Q2,1.0304
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,ALLAREA,_T,1.02076
2019,SE_AGP_CPRA,North Macedonia,LOWSEC,ALLAREA,Q1,1.10098
2020,SE_AGP_CPRA,North Macedonia,UPPSEC,ALLAREA,_T,1.01217
2020,SE_AGP_CPRA,North Macedonia,PRIMAR,ALLAREA,_T,1.00101
2020,SE_AGP_CPRA,North Macedonia,LOWSEC,ALLAREA,_T,1.01738
2000,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.0
2000,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.01544
2005,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0
2005,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00404
2006,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,0.99728
2006,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0
2006,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,1.02356
2007,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,1.02451
2007,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0
2007,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,0.9866
2008,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,0.98455
2000,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.0
2001,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.0
2001,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.0187
2001,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.0
2002,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.0
2002,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.0
2002,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.02086
2003,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.0
2003,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.02516
2003,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.0
2004,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.0
2004,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.02941
2004,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.0
2005,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.0
2005,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.03257
2005,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.0
2008,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0
2008,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,1.00963
2009,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,1.01338
2009,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0
2009,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,0.98086
2010,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.01423
2010,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0
2010,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,0.98304
2011,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,1.03426
2011,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0
2006,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.0006
2006,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.05696
2006,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.00121
2007,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,0.99818
2007,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.04339
2007,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,0.99909
2008,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,0.9998
2008,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.08019
2008,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,0.9996
2011,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00832
2012,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00446
2012,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0
2012,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,0.99092
2013,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,1.00765
2013,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0
2013,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,0.99493
2014,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00273
2014,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,0.9951
2014,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,0.98857
2009,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.00514
2009,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.05546
2009,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.00256
2010,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,0.99804
2010,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.06643
2010,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,0.99608
2011,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,0.99799
2011,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.05878
2011,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,0.999
2012,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.00405
2012,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.0772
2012,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.0081
2013,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.00221
2013,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.04642
2013,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.0011
2014,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,0.99915
2014,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.05431
2014,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,0.9983
2015,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,0.99967
2015,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,0.9987
2015,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00424
2016,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,0.99494
2016,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,0.98236
2016,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0
2017,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,0.9972
2017,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,1.00644
2017,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00132
2018,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,0.98948
2015,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.0009
2015,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.03863
2015,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.00045
2016,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,0.99945
2016,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.05369
2016,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,0.9989
2017,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.00622
2017,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.06915
2017,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.0031
2018,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,1.0184
2018,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.00471
2019,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.001
2019,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,1.03903
2019,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,0.98993
2020,SE_AGP_CPRA,Switzerland,LOWSEC,ALLAREA,_T,1.00507
2020,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,1.0401
2020,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,0.9983
2021,SE_AGP_CPRA,Switzerland,PRIMAR,ALLAREA,_T,1.0012
2021,SE_AGP_CPRA,Switzerland,UPPSEC,ALLAREA,_T,0.9986
2018,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.0004
2018,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.05998
2018,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.0008
2019,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,LOWSEC,ALLAREA,_T,1.00331
2019,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,UPPSEC,ALLAREA,_T,1.06577
2019,SE_AGP_CPRA,United Kingdom of Great Britain and Northern Ireland,PRIMAR,ALLAREA,_T,1.00165
2000,SE_AGP_CPRA,Узбекистан,PRIMAR,ALLAREA,_T,1.00561
2000,SE_AGP_CPRA,Узбекистан,UPPSEC,ALLAREA,_T,1.01021
2000,SE_AGP_CPRA,Узбекистан,LOWSEC,ALLAREA,_T,0.991
2001,SE_AGP_CPRA,Узбекистан,LOWSEC,ALLAREA,_T,0.99893
2001,SE_AGP_CPRA,Узбекистан,UPPSEC,ALLAREA,_T,0.9841
2001,SE_AGP_CPRA,Узбекистан,PRIMAR,ALLAREA,_T,1.001
2002,SE_AGP_CPRA,Узбекистан,LOWSEC,ALLAREA,_T,1.0
2002,SE_AGP_CPRA,Узбекистан,PRIMAR,ALLAREA,_T,1.001
2002,SE_AGP_CPRA,Узбекистан,UPPSEC,ALLAREA,_T,0.98873
2003,SE_AGP_CPRA,Узбекистан,LOWSEC,ALLAREA,_T,1.0
2003,SE_AGP_CPRA,Узбекистан,PRIMAR,ALLAREA,_T,1.001
2003,SE_AGP_CPRA,Узбекистан,UPPSEC,ALLAREA,_T,0.99452
2004,SE_AGP_CPRA,Узбекистан,UPPSEC,ALLAREA,_T,0.99335
